,scientific_name,park_name,observations,category,conservation_status
19942,Draba praealta,Yellowstone National Park,272,Vascular Plant,
19943,Bryum pallens,Bryce National Park,103,Nonvascular Plant,
19944,Callitriche palustris,Great Smoky Mountains National Park,85,Vascular Plant,
19945,Erigeron corymbosus,Bryce National Park,97,Vascular Plant,
19946,Allium obtusum,Bryce National Park,127,Vascular Plant,
19947,Geum aleppicum,Bryce National Park,112,Vascular Plant,
19948,Arthraxon hispidus,Yosemite National Park,158,Vascular Plant,
19949,Larus pipixcan,Bryce National Park,103,Bird,
19950,Didymodon fallax var. reflexus,Great Smoky Mountains National Park,67,Nonvascular Plant,
19951,Spiraea splendens,Yosemite National Park,170,Vascular Plant,
19952,Tradescantia subaspera var. subaspera,Yosemite National Park,119,Vascular Plant,
19953,Houstonia longifolia,Yellowstone National Park,221,Vascular Plant,
19954,Trifolium pratense,Great Smoky Mountains National Park,57,Vascular Plant,
19955,Bidens cernua,Great Smoky Mountains National Park,129,Vascular Plant,
19956,Euphorbia purpurea,Great Smoky Mountains National Park,67,Vascular Plant,Species of Concern
19957,Cirsium altissimum,Great Smoky Mountains National Park,87,Vascular Plant,
19958,Equisetum hyemale var. affine,Yosemite National Park,312,Vascular Plant,
19959,Myosotis macrosperma,Yellowstone National Park,245,Vascular Plant,
19960,Cuscuta rostrata,Bryce National Park,103,Vascular Plant,
19961,Lithospermum incisum,Yosemite National Park,145,Vascular Plant,
19962,Platanthera flava var. herbiola,Bryce National Park,78,Vascular Plant,
19963,Allium vineale,Bryce National Park,78,Vascular Plant,
19964,Sorex monticolus,Great Smoky Mountains National Park,107,Mammal,
19965,Acris crepitans crepitans,Great Smoky Mountains National Park,59,Amphibian,
19966,Silene rotundifolia,Bryce National Park,110,Vascular Plant,
19967,Triphora trianthophora,Great Smoky Mountains National Park,47,Vascular Plant,
19968,Chamaesyce serpyllifolia,Yosemite National Park,131,Vascular Plant,
19969,Capsella rubella,Great Smoky Mountains National Park,102,Vascular Plant,
19970,Marah watsonii,Yellowstone National Park,274,Vascular Plant,
19971,Sphagnum squarrosum,Yellowstone National Park,284,Nonvascular Plant,
19972,Cynosurus cristatus,Great Smoky Mountains National Park,59,Vascular Plant,
19973,Carex albolutescens,Yellowstone National Park,237,Vascular Plant,
19974,Polytrichum pallidisetum,Bryce National Park,84,Nonvascular Plant,
19975,Phlox latifolia,Yellowstone National Park,258,Vascular Plant,
19976,Choenomeles speciosa,Yosemite National Park,160,Vascular Plant,
19977,Cerastium brachypetalum,Bryce National Park,115,Vascular Plant,
19978,Ulmus rubra,Great Smoky Mountains National Park,95,Vascular Plant,
19979,Spinus tristis,Yellowstone National Park,250,Bird,
19980,Setaria viridis var. viridis,Yellowstone National Park,253,Vascular Plant,
19981,Zapus hudsonius,Bryce National Park,84,Mammal,
19982,Viola hirsutula,Bryce National Park,109,Vascular Plant,
19983,Linaria dalmatica,Great Smoky Mountains National Park,71,Vascular Plant,
19984,Anastrophyllum michauxii,Great Smoky Mountains National Park,87,Nonvascular Plant,
19985,Pyrocephalus rubinus,Yellowstone National Park,207,Bird,Species of Concern
19986,Torreya californica,Yosemite National Park,123,Vascular Plant,
19987,Eriogonum wrightii var. subscaposum,Bryce National Park,92,Vascular Plant,
19988,Quercus rubra var. ambigua,Bryce National Park,116,Vascular Plant,
19989,Asplenium montanum,Yosemite National Park,164,Vascular Plant,
19990,Ajuga reptans,Bryce National Park,91,Vascular Plant,
19991,Streptopus roseus,Yosemite National Park,166,Vascular Plant,
19992,Oenothera speciosa,Yellowstone National Park,247,Vascular Plant,
19993,Coccothraustes vespertinus,Yellowstone National Park,217,Bird,
19994,Dendroica discolor,Great Smoky Mountains National Park,97,Bird,
19995,Poa bulbosa,Bryce National Park,104,Vascular Plant,
19996,Delphinium depauperatum,Yellowstone National Park,222,Vascular Plant,
19997,Epilobium minutum,Great Smoky Mountains National Park,69,Vascular Plant,
19998,Hypericum pseudomaculatum,Yosemite National Park,169,Vascular Plant,
19999,Reithrodontomys megalotis,Bryce National Park,121,Mammal,
20000,Ditrichum rhynchostegium,Yellowstone National Park,232,Nonvascular Plant,
20001,Artemisia norvegica ssp. saxatilis,Bryce National Park,121,Vascular Plant,
20002,Carex ruthii,Great Smoky Mountains National Park,88,Vascular Plant,
20003,Caprimulgus carolinensis,Great Smoky Mountains National Park,95,Bird,
20004,Aspidoscelis tigris munda,Yosemite National Park,123,Reptile,
20005,Iris laevigata,Great Smoky Mountains National Park,101,Vascular Plant,
20006,Ranunculus jovis,Great Smoky Mountains National Park,44,Vascular Plant,
20007,Pseudognaphalium stramineum,Yosemite National Park,157,Vascular Plant,
20008,Festuca brachyphylla,Great Smoky Mountains National Park,66,Vascular Plant,
20009,Melica stricta,Yosemite National Park,146,Vascular Plant,
20010,Arabis holboellii var. pinetorum,Bryce National Park,135,Vascular Plant,
20011,Eriophyllum congdonii,Yosemite National Park,131,Vascular Plant,
20012,Fissidens bryoides,Yellowstone National Park,249,Nonvascular Plant,
20013,Whitneya dealbata,Great Smoky Mountains National Park,74,Vascular Plant,
20014,Galinsoga quadriradiata,Great Smoky Mountains National Park,96,Vascular Plant,
20015,Carex luzulina var. ablata,Yellowstone National Park,235,Vascular Plant,
20016,Carex amphibola var. rigida,Yosemite National Park,171,Vascular Plant,
20017,Plethodon glutinosus,Great Smoky Mountains National Park,78,Amphibian,
20018,Carex leporinella,Bryce National Park,103,Vascular Plant,
20019,Adiantum aleuticum,Bryce National Park,114,Vascular Plant,
20020,Melilotus alba,Yosemite National Park,136,Vascular Plant,
20021,Sisyrinchium montanum,Bryce National Park,88,Vascular Plant,
20022,Cystopteris tennesseensis,Great Smoky Mountains National Park,65,Vascular Plant,
20023,Aegolius funereus,Yosemite National Park,167,Bird,
20024,Ruppia cirrhosa,Yosemite National Park,153,Vascular Plant,
20025,Oreothlypis ruficapilla,Yellowstone National Park,243,Bird,
20026,Lupinus andersonii,Yellowstone National Park,257,Vascular Plant,
20027,Ivesia shockleyi var. shockleyi,Yellowstone National Park,262,Vascular Plant,
20028,Salix barclayi,Great Smoky Mountains National Park,60,Vascular Plant,
20029,Silene dichotoma,Yellowstone National Park,274,Vascular Plant,
20030,Trifolium campestre,Yellowstone National Park,478,Vascular Plant,
20031,Elymus stebbinsii,Yosemite National Park,148,Vascular Plant,
20032,Desmognathus marmoratus,Yosemite National Park,153,Amphibian,
20033,Helianthus glaucophyllus,Yosemite National Park,166,Vascular Plant,
20034,Potamogeton pusillus,Yellowstone National Park,239,Vascular Plant,
20035,Sambucus racemosa var. pubens,Yosemite National Park,146,Vascular Plant,
20036,Thuidium recognitum,Great Smoky Mountains National Park,100,Nonvascular Plant,
20037,Vulpia octoflora,Great Smoky Mountains National Park,121,Vascular Plant,
20038,Ribes montigenum,Bryce National Park,99,Vascular Plant,
20039,Sphenopholis nitida,Yellowstone National Park,259,Vascular Plant,
20040,Linum striatum,Yellowstone National Park,289,Vascular Plant,
20041,Brasenia schreberi,Yellowstone National Park,235,Vascular Plant,
20042,Pica hudsonia,Bryce National Park,186,Bird,
20043,Parnassia grandifolia,Great Smoky Mountains National Park,83,Vascular Plant,Species of Concern
20044,Apometzgeria pubescens,Great Smoky Mountains National Park,68,Nonvascular Plant,
20045,Epilobium coloratum,Yosemite National Park,152,Vascular Plant,
20046,Bombycilla garrulus,Bryce National Park,102,Bird,
20047,Ranunculus cymbalaria var. cymbalaria,Yellowstone National Park,261,Vascular Plant,
20048,Carex atlantica ssp. capillacea,Yellowstone National Park,230,Vascular Plant,
20049,Ranunculus hispidus,Yellowstone National Park,222,Vascular Plant,
20050,Anas platyrhynchos,Bryce National Park,103,Bird,
20051,Leptodontium excelsum,Yellowstone National Park,237,Nonvascular Plant,
20052,Elgaria multicarinata webbii,Yellowstone National Park,232,Reptile,
20053,Polytrichum juniperinum,Bryce National Park,101,Nonvascular Plant,
20054,Sporobolus clandestinus,Bryce National Park,103,Vascular Plant,
20055,Heuchera rubescens var. glandulosa,Bryce National Park,102,Vascular Plant,
20056,Nepeta cataria,Great Smoky Mountains National Park,139,Vascular Plant,
20057,Agoseris glauca var. laciniata,Great Smoky Mountains National Park,43,Vascular Plant,
20058,Cheilanthes tomentosa,Yellowstone National Park,256,Vascular Plant,
20059,Digitaria ischaemum,Bryce National Park,171,Vascular Plant,
20060,Ribes rubrum,Great Smoky Mountains National Park,86,Vascular Plant,
20061,Limnanthes alba ssp. alba,Yellowstone National Park,218,Vascular Plant,
20062,Plagiothecium cavifolium,Bryce National Park,66,Nonvascular Plant,
20063,Aquila chrysaetos,Bryce National Park,101,Bird,Species of Concern
20064,Storeria dekayi dekayi,Bryce National Park,120,Reptile,
20065,Bromus tectorum,Bryce National Park,224,Vascular Plant,
20066,Zonotrichia albicollis,Yosemite National Park,170,Bird,
20067,Panicum rigidulum var. elongatum,Yosemite National Park,181,Vascular Plant,
20068,Quercus imbricaria,Bryce National Park,108,Vascular Plant,
20069,Viola bicolor,Yosemite National Park,154,Vascular Plant,
20070,Geranium richardsonii,Great Smoky Mountains National Park,34,Vascular Plant,
20071,Gila atraria,Yellowstone National Park,296,Fish,
20072,Salmo trutta,Yellowstone National Park,238,Fish,
20073,Sphagnum cuspidatum,Bryce National Park,84,Nonvascular Plant,
20074,Ctenidium molluscum,Bryce National Park,142,Nonvascular Plant,
20075,Allium cernuum var. cernuum,Great Smoky Mountains National Park,64,Vascular Plant,
20076,Thalictrum venulosum,Yosemite National Park,107,Vascular Plant,
20077,Tragopogon pratensis,Bryce National Park,108,Vascular Plant,
20078,Agrimonia microcarpa,Bryce National Park,101,Vascular Plant,
20079,Croton glandulosus var. septentrionalis,Yosemite National Park,172,Vascular Plant,
20080,Potentilla gracilis var. brunnescens,Yosemite National Park,140,Vascular Plant,
20081,Chamaesyce maculata,Bryce National Park,82,Vascular Plant,
20082,Spiranthes tuberosa,Yosemite National Park,152,Vascular Plant,
20083,Dendragapus fuliginosus,Yosemite National Park,172,Bird,
20084,Ursus americanus,Yellowstone National Park,473,Mammal,
20085,Potentilla glandulosa,Yosemite National Park,139,Vascular Plant,
20086,Mnium carolinianum,Yosemite National Park,113,Nonvascular Plant,
20087,Solidago canadensis var. scabra,Great Smoky Mountains National Park,58,Vascular Plant,
20088,Viola pubescens,Yosemite National Park,167,Vascular Plant,
20089,Viburnum prunifolium,Yellowstone National Park,265,Vascular Plant,
20090,Tanacetum vulgare,Bryce National Park,198,Vascular Plant,
20091,Malus coronaria,Yellowstone National Park,221,Vascular Plant,
20092,Ranunculus cymbalaria var. cymbalaria,Great Smoky Mountains National Park,52,Vascular Plant,
20093,Calycanthus floridus var. glaucus,Yosemite National Park,150,Vascular Plant,
20094,Ipomopsis aggregata ssp. bridgesii,Great Smoky Mountains National Park,78,Vascular Plant,
20095,Callitriche heterophylla var. bolanderi,Yosemite National Park,144,Vascular Plant,
20096,Cirsium scariosum,Yellowstone National Park,555,Vascular Plant,
20097,Lonicera involucrata var. involucrata,Yosemite National Park,184,Vascular Plant,
20098,Isoetes macrospora,Yosemite National Park,148,Vascular Plant,
20099,Trillium catesbaei,Great Smoky Mountains National Park,113,Vascular Plant,
20100,Agrostis elliottiana,Bryce National Park,74,Vascular Plant,
20101,Pseudacris brachyphona,Bryce National Park,102,Amphibian,
20102,Epilobium torreyi,Yosemite National Park,138,Vascular Plant,
20103,Oxalis stricta,Yosemite National Park,147,Vascular Plant,
20104,Sphyrapicus varius,Great Smoky Mountains National Park,34,Bird,Species of Concern
20105,Cercocarpus betuloides var. betuloides,Yosemite National Park,146,Vascular Plant,
20106,Sayornis nigricans,Bryce National Park,129,Bird,
20107,Notropis rubricroceus,Yellowstone National Park,264,Fish,
20108,Fragaria virginiana,Bryce National Park,211,Vascular Plant,
20109,Amianthium muscitoxicum,Bryce National Park,121,Vascular Plant,
20110,Penstemon rostriflorus,Yosemite National Park,138,Vascular Plant,
20111,Lepomis gibbosus,Yellowstone National Park,235,Fish,
20112,Carya cordiformis,Bryce National Park,88,Vascular Plant,
20113,Triteleia montana,Bryce National Park,78,Vascular Plant,
20114,Mimulus congdonii,Bryce National Park,134,Vascular Plant,
20115,Phlox diffusa,Great Smoky Mountains National Park,80,Vascular Plant,
20116,Platystemon californicus,Great Smoky Mountains National Park,100,Vascular Plant,
20117,Icterus bullockii,Bryce National Park,98,Bird,
20118,Juncus chlorocephalus,Yellowstone National Park,257,Vascular Plant,
20119,Hieracium caespitosum,Bryce National Park,219,Vascular Plant,
20120,Saxifraga aprica,Bryce National Park,101,Vascular Plant,
20121,Carex umbellata,Yosemite National Park,173,Vascular Plant,
20122,Bromus carinatus,Yosemite National Park,139,Vascular Plant,
20123,Allium hyalinum,Yosemite National Park,140,Vascular Plant,
20124,Linnaea borealis var. longiflora,Bryce National Park,96,Vascular Plant,
20125,Dendroica dominica,Yosemite National Park,160,Bird,
20126,Callicarpa americana,Yellowstone National Park,305,Vascular Plant,
20127,Mnium thomsonii,Yosemite National Park,139,Nonvascular Plant,
20128,Draba nemorosa,Great Smoky Mountains National Park,48,Vascular Plant,
20129,Potamogeton strictifolius,Bryce National Park,95,Vascular Plant,
20130,Erigeron annuus,Bryce National Park,208,Vascular Plant,
20131,Artemisia ludoviciana ssp. incompta,Great Smoky Mountains National Park,102,Vascular Plant,
20132,Saponaria officinalis,Bryce National Park,175,Vascular Plant,
20133,Symphyotrichum foliaceum var. parryi,Bryce National Park,120,Vascular Plant,
20134,Mustela erminea,Yosemite National Park,303,Mammal,
20135,Pityopsis graminifolia var. latifolia,Bryce National Park,115,Vascular Plant,
20136,Pseudostellaria jamesiana,Great Smoky Mountains National Park,44,Vascular Plant,
20137,Euphorbia commutata,Great Smoky Mountains National Park,108,Vascular Plant,
20138,Adiantum pedatum,Great Smoky Mountains National Park,110,Vascular Plant,
20139,Epigaea repens,Bryce National Park,98,Vascular Plant,
20140,Eleocharis tenuis var. verrucosa,Great Smoky Mountains National Park,61,Vascular Plant,
20141,Hypnum pratense,Yosemite National Park,151,Nonvascular Plant,
20142,Hordeum jubatum,Great Smoky Mountains National Park,57,Vascular Plant,
20143,Pellaea glabella,Yosemite National Park,174,Vascular Plant,
20144,Trillium rugelii,Bryce National Park,89,Vascular Plant,
20145,Crepis capillaris,Great Smoky Mountains National Park,113,Vascular Plant,
20146,Ambrosia artemisiifolia,Bryce National Park,129,Vascular Plant,
20147,Etheostoma percnurum,Yosemite National Park,40,Fish,Endangered
20148,Plethodon glutinosus,Yellowstone National Park,240,Amphibian,
20149,Pomoxis nigromaculatus,Yellowstone National Park,258,Fish,
20150,Convallaria montana,Yellowstone National Park,235,Vascular Plant,
20151,Bartonia virginica,Bryce National Park,77,Vascular Plant,
20152,Physostegia virginiana,Yellowstone National Park,255,Vascular Plant,
20153,Sarcobatus vermiculatus,Bryce National Park,124,Vascular Plant,
20154,Rosa eglanteria,Yellowstone National Park,533,Vascular Plant,
20155,Zonotrichia atricapilla,Great Smoky Mountains National Park,36,Bird,
20156,Hypericum perforatum,Bryce National Park,208,Vascular Plant,
20157,Cocculus carolinus,Yellowstone National Park,260,Vascular Plant,
20158,Cystopteris fragilis,Great Smoky Mountains National Park,83,Vascular Plant,
20159,Equisetum fluviatile,Yellowstone National Park,253,Vascular Plant,
20160,Minuartia rubella,Great Smoky Mountains National Park,86,Vascular Plant,
20161,Castilleja applegatei ssp. pallida,Yosemite National Park,145,Vascular Plant,
20162,Scleranthus annuus,Yellowstone National Park,251,Vascular Plant,
20163,Anemone patens var. multifida,Yellowstone National Park,222,Vascular Plant,
20164,Rumex acetosella,Great Smoky Mountains National Park,200,Vascular Plant,
20165,Leucodon brachypus,Yellowstone National Park,279,Nonvascular Plant,
20166,Geranium thunbergii,Yellowstone National Park,244,Vascular Plant,
20167,Elephantopus tomentosus,Bryce National Park,96,Vascular Plant,
20168,Plectrophenax nivalis,Yellowstone National Park,226,Bird,
20169,Dennstaedtia punctilobula,Yosemite National Park,125,Vascular Plant,
20170,Hieracium horridum,Great Smoky Mountains National Park,92,Vascular Plant,
20171,Juglans cinerea,Great Smoky Mountains National Park,87,Vascular Plant,Species of Concern
20172,Lewisia disepala,Yosemite National Park,119,Vascular Plant,
20173,Pseudotriton montanus diastictus,Bryce National Park,98,Amphibian,
20174,Cardamine diphylla,Yosemite National Park,119,Vascular Plant,
20175,Draba breweri,Yosemite National Park,109,Vascular Plant,
20176,Hieracium argutum,Great Smoky Mountains National Park,88,Vascular Plant,
20177,Juncus scirpoides,Yosemite National Park,116,Vascular Plant,
20178,Triosteum angustifolium,Yosemite National Park,183,Vascular Plant,
20179,Bromus laevipes,Great Smoky Mountains National Park,56,Vascular Plant,
20180,Galium bolanderi,Yosemite National Park,133,Vascular Plant,
20181,Dicranum scoparium,Yellowstone National Park,249,Nonvascular Plant,
20182,Trichophorum caespitosum,Yellowstone National Park,231,Vascular Plant,
20183,Ericameria discoidea,Yellowstone National Park,239,Vascular Plant,
20184,Calochortus invenustus,Bryce National Park,91,Vascular Plant,
20185,Cnicus benedictus,Yellowstone National Park,255,Vascular Plant,
20186,Carex lenticularis var. lipocarpa,Great Smoky Mountains National Park,113,Vascular Plant,
20187,Muhlenbergia schreberi,Bryce National Park,203,Vascular Plant,
20188,Eriophorum chamissonis,Yellowstone National Park,221,Vascular Plant,
20189,Ictinia mississippiensis,Bryce National Park,95,Bird,
20190,Selaginella watsonii,Bryce National Park,123,Vascular Plant,
20191,Coscinodon cribrosus,Yellowstone National Park,233,Nonvascular Plant,
20192,Polygonum convolvulus,Yosemite National Park,257,Vascular Plant,
20193,Bromus orcuttianus,Yellowstone National Park,249,Vascular Plant,
20194,Junco hyemalis,Yosemite National Park,120,Bird,
20195,Phacelia dubia var. dubia,Yellowstone National Park,235,Vascular Plant,
20196,Didymodon rigidulus,Yosemite National Park,167,Nonvascular Plant,
20197,Castanea dentata,Great Smoky Mountains National Park,66,Vascular Plant,
20198,Sambucus nigra ssp. canadensis,Bryce National Park,91,Vascular Plant,
20199,Ranunculus sardous,Yosemite National Park,139,Vascular Plant,
20200,Monardella glauca,Yosemite National Park,151,Vascular Plant,
20201,Chamaelirium luteum,Yosemite National Park,164,Vascular Plant,
20202,Myriophyllum aquaticum,Yellowstone National Park,281,Vascular Plant,
20203,Cyperus dipsaceus,Great Smoky Mountains National Park,78,Vascular Plant,
20204,Berteroa incana,Great Smoky Mountains National Park,83,Vascular Plant,
20205,Dicranum spurium,Bryce National Park,106,Nonvascular Plant,
20206,Lathyrus lanszwertii var. aridus,Yellowstone National Park,214,Vascular Plant,
20207,Elymus glaucus ssp. glaucus,Yosemite National Park,178,Vascular Plant,
20208,Camissonia contorta,Bryce National Park,89,Vascular Plant,
20209,Napaeozapus insignis,Yellowstone National Park,252,Mammal,
20210,Lupinus breweri var. bryoides,Bryce National Park,81,Vascular Plant,
20211,Ambrosia trifida,Great Smoky Mountains National Park,46,Vascular Plant,
20212,Veronica arvensis,Yellowstone National Park,522,Vascular Plant,
20213,Ribes amarum,Yosemite National Park,147,Vascular Plant,
20214,Cystopteris tennesseensis,Yosemite National Park,135,Vascular Plant,
20215,Sanicula bipinnatifida,Yellowstone National Park,256,Vascular Plant,
20216,Gaillardia aristata,Bryce National Park,100,Vascular Plant,
20217,Zigadenus elegans,Great Smoky Mountains National Park,76,Vascular Plant,
20218,Vitis californica,Yellowstone National Park,237,Vascular Plant,
20219,Halesia tetraptera var. monticola,Yellowstone National Park,205,Vascular Plant,
20220,Carex eburnea,Great Smoky Mountains National Park,70,Vascular Plant,
20221,Erythronium americanum,Great Smoky Mountains National Park,74,Vascular Plant,
20222,Lythrurus lirus,Great Smoky Mountains National Park,90,Fish,
20223,Salix lasiolepis,Yosemite National Park,171,Vascular Plant,
20224,Amelanchier alnifolia var. alnifolia,Yosemite National Park,150,Vascular Plant,
20225,Arceuthobium occidentale,Yosemite National Park,161,Vascular Plant,
20226,Peltandra virginica,Bryce National Park,61,Vascular Plant,
20227,Mertensia oblongifolia,Bryce National Park,107,Vascular Plant,
20228,Spizella arborea,Yellowstone National Park,254,Bird,
20229,Coluber mormon,Yellowstone National Park,260,Reptile,
20230,Pleopeltis polypodioides ssp. michauxiana,Yosemite National Park,132,Vascular Plant,
20231,Xanthorhiza simplicissima,Great Smoky Mountains National Park,81,Vascular Plant,
20232,Berberis thunbergii,Yosemite National Park,156,Vascular Plant,
20233,Trifolium arvense,Yosemite National Park,142,Vascular Plant,
20234,Leucanthemum vulgare,Great Smoky Mountains National Park,143,Vascular Plant,
20235,Peromyscus maniculatus,Yellowstone National Park,437,Mammal,
20236,Trientalis latifolia,Yosemite National Park,168,Vascular Plant,
20237,Phlox amplifolia,Bryce National Park,104,Vascular Plant,
20238,Polygonum pensylvanicum,Bryce National Park,98,Vascular Plant,
20239,Rallus elegans,Bryce National Park,53,Bird,Species of Concern
20240,Juncus tenuis,Bryce National Park,197,Vascular Plant,
20241,Senecio lugens,Bryce National Park,77,Vascular Plant,
20242,Arnica cordifolia,Yellowstone National Park,237,Vascular Plant,
20243,Perideridia parishii ssp. latifolia,Yosemite National Park,153,Vascular Plant,
20244,Camissonia contorta,Yosemite National Park,115,Vascular Plant,
20245,Clarkia rhomboidea,Yellowstone National Park,262,Vascular Plant,
20246,Montia parvifolia,Yosemite National Park,169,Vascular Plant,
20247,Lasiurus borealis,Great Smoky Mountains National Park,127,Mammal,
20248,Tyto alba,Great Smoky Mountains National Park,159,Bird,
20249,Chasmanthium laxum var. laxum,Yellowstone National Park,234,Vascular Plant,
20250,Campostoma anomalum,Yosemite National Park,167,Fish,
20251,Mustela vison,Bryce National Park,177,Mammal,
20252,Arisaema dracontium,Yosemite National Park,135,Vascular Plant,
20253,Veronica serpyllifolia ssp. humifusa,Yosemite National Park,111,Vascular Plant,
20254,Draba crassa,Yosemite National Park,115,Vascular Plant,
20255,Ribes cereum var. pedicellare,Yellowstone National Park,292,Vascular Plant,
20256,Carex pensylvanica,Yellowstone National Park,230,Vascular Plant,
20257,Lepomis auritus,Yosemite National Park,127,Fish,
20258,Cryptantha celosioides,Yellowstone National Park,241,Vascular Plant,
20259,Etheostoma camurum,Great Smoky Mountains National Park,76,Fish,
20260,Collinsia heterophylla,Bryce National Park,102,Vascular Plant,
20261,Amphidium mougeotii,Bryce National Park,74,Nonvascular Plant,
20262,Juncus parryi,Bryce National Park,100,Vascular Plant,
20263,Claytonia megarhiza var. megarhiza,Bryce National Park,92,Vascular Plant,
20264,Crataegus flabellata,Great Smoky Mountains National Park,49,Vascular Plant,
20265,Fraxinus profunda,Yosemite National Park,147,Vascular Plant,
20266,Polypodium calirhiza,Yosemite National Park,193,Vascular Plant,
20267,Paspalum urvillei,Great Smoky Mountains National Park,85,Vascular Plant,
20268,Juncus tenuis,Yosemite National Park,287,Vascular Plant,
20269,Equisetum arvense,Yellowstone National Park,506,Vascular Plant,
20270,Luzula glabrata var. hitchcockii,Great Smoky Mountains National Park,25,Vascular Plant,
20271,Mitella breweri,Bryce National Park,118,Vascular Plant,
20272,Pleurozium schreberi,Great Smoky Mountains National Park,121,Nonvascular Plant,
20273,Alectoris chukar,Yosemite National Park,287,Bird,
20274,Mimulus lewisii,Great Smoky Mountains National Park,94,Vascular Plant,
20275,Solidago juncea,Bryce National Park,106,Vascular Plant,
20276,Lophocolea appalachiana,Bryce National Park,81,Nonvascular Plant,Species of Concern
20277,Cephalanthus occidentalis,Bryce National Park,99,Vascular Plant,
20278,Daucus carota,Yosemite National Park,294,Vascular Plant,
20279,Cornus sericea,Bryce National Park,100,Vascular Plant,
20280,Scirpus cyperinus,Great Smoky Mountains National Park,150,Vascular Plant,
20281,Shortia galacifolia,Yosemite National Park,147,Vascular Plant,Species of Concern
20282,Betula occidentalis,Great Smoky Mountains National Park,85,Vascular Plant,
20283,Lycopus uniflorus,Yellowstone National Park,542,Vascular Plant,
20284,Etheostoma blennioides,Bryce National Park,141,Fish,
20285,Teucrium canadense var. virginicum,Bryce National Park,145,Vascular Plant,
20286,Bromus suksdorfii,Great Smoky Mountains National Park,53,Vascular Plant,
20287,Chamaecrista fasciculata,Yosemite National Park,153,Vascular Plant,
20288,Stellula calliope,Great Smoky Mountains National Park,63,Bird,Species of Concern
20289,Phacelia tanacetifolia,Yosemite National Park,157,Vascular Plant,
20290,Mimulus bicolor,Yellowstone National Park,226,Vascular Plant,
20291,Abronia ammophila,Yellowstone National Park,222,Vascular Plant,Species of Concern
20292,Menziesia pilosa,Yosemite National Park,140,Vascular Plant,
20293,Gratiola ebracteata,Yellowstone National Park,224,Vascular Plant,
20294,Agoseris glauca var. glauca,Great Smoky Mountains National Park,62,Vascular Plant,
20295,Carex albicans,Bryce National Park,144,Vascular Plant,
20296,Setaria parviflora,Great Smoky Mountains National Park,61,Vascular Plant,
20297,Solanum parishii,Yosemite National Park,162,Vascular Plant,
20298,Eurycea junaluska,Bryce National Park,121,Amphibian,
20299,Prunella vulgaris,Yellowstone National Park,500,Vascular Plant,
20300,Viburnum recognitum,Yellowstone National Park,216,Vascular Plant,
20301,Bassariscus astutus,Great Smoky Mountains National Park,76,Mammal,Species of Concern
20302,Pinus attenuata,Yellowstone National Park,246,Vascular Plant,
20303,Recurvirostra americana,Yellowstone National Park,252,Bird,
20304,Viola sagittata var. ovata,Bryce National Park,97,Vascular Plant,
20305,Mimulus pilosus,Yellowstone National Park,250,Vascular Plant,
20306,Schizachne purpurascens,Great Smoky Mountains National Park,108,Vascular Plant,
20307,Mnium carolinianum,Great Smoky Mountains National Park,74,Nonvascular Plant,
20308,Isoetes valida,Bryce National Park,92,Vascular Plant,
20309,Lamium purpureum,Bryce National Park,68,Vascular Plant,
20310,Luxilus chrysocephalus,Yosemite National Park,116,Fish,
20311,Sisymbrium officinale,Great Smoky Mountains National Park,162,Vascular Plant,
20312,Epifagus virginiana,Yosemite National Park,164,Vascular Plant,
20313,Monotropa uniflora,Great Smoky Mountains National Park,63,Vascular Plant,Species of Concern
20314,Ranunculus allegheniensis,Yosemite National Park,156,Vascular Plant,
20315,Thryothorus ludovicianus,Bryce National Park,90,Bird,
20316,Descurainia pinnata ssp. menziesii,Yellowstone National Park,263,Vascular Plant,
20317,Rhododendron X bakeri,Yellowstone National Park,276,Vascular Plant,
20318,Fraxinus quadrangulata,Yellowstone National Park,242,Vascular Plant,
20319,Populus balsamifera ssp. balsamifera,Great Smoky Mountains National Park,91,Vascular Plant,
20320,Melospiza melodia,Bryce National Park,96,Bird,
20321,Dioscorea quaternata,Bryce National Park,102,Vascular Plant,
20322,Silene bridgesii,Bryce National Park,95,Vascular Plant,
20323,Parnassia kotzebuei,Bryce National Park,87,Vascular Plant,
20324,Polypodium virginianum,Yosemite National Park,178,Vascular Plant,
20325,Ditrichum rhynchostegium,Great Smoky Mountains National Park,81,Nonvascular Plant,
20326,Carex viridula,Bryce National Park,85,Vascular Plant,
20327,Bison bison,Bryce National Park,121,Mammal,
20328,Solidago roanensis,Bryce National Park,90,Vascular Plant,
20329,Cosmos sulphureus,Great Smoky Mountains National Park,72,Vascular Plant,
20330,Penstemon attenuatus var. pseudoprocerus,Yellowstone National Park,287,Vascular Plant,
20331,Centaurea melitensis,Great Smoky Mountains National Park,62,Vascular Plant,
20332,Sphagnum subsecundum,Yosemite National Park,141,Nonvascular Plant,
20333,Cistanthe umbellata,Yosemite National Park,167,Vascular Plant,
20334,Peromyscus boylii,Yosemite National Park,157,Mammal,
20335,Icterus bullockii,Yellowstone National Park,237,Bird,
20336,Thermopsis mollis var. mollis,Yellowstone National Park,272,Vascular Plant,
20337,Potamogeton nodosus,Yosemite National Park,322,Vascular Plant,
20338,Clematis ligusticifolia,Yosemite National Park,140,Vascular Plant,
20339,Seligeria recurvata,Great Smoky Mountains National Park,80,Nonvascular Plant,
