,category,scientific_name,common_names,conservation_status
5096,Vascular Plant,Eriastrum sparsiflorum,"Fewflower Woolstar, Great Basin Woollystar",
5097,Vascular Plant,Gilia capillaris,"Miniature Gilia, Smoothleaf Gilia",
5098,Vascular Plant,Gilia capitata ssp. abrotanifolia,Bluehead Gilia,
5099,Vascular Plant,Gilia capitata ssp. mediomontana,Foothill Gilia,
5100,Vascular Plant,Gilia capitata ssp. pedemontana,Bluehead Gilia,
5101,Vascular Plant,Gilia leptalea,Bridges' Gilia,
5102,Vascular Plant,Gilia leptalea ssp. bicolor,Bridges' Gilia,
5103,Vascular Plant,Gilia leptalea ssp. leptalea,Bridges' Gilia,
5104,Vascular Plant,Gilia tricolor ssp. tricolor,Bird's-Eye Gilia,
5105,Vascular Plant,Ipomopsis aggregata,"Scarlet Gilia, Skyrocket Gilia",
5106,Vascular Plant,Ipomopsis aggregata ssp. bridgesii,Scarlet Gilia,
5107,Vascular Plant,Ipomopsis aggregata ssp. formosissima,"Scarlet Gilia, Scarlet Skyrocket, Skyrocket Gilia",
5108,Vascular Plant,Leptodactylon pungens,"Common Prickly Gilia, Granite Gilia, Granite Prickly Gilia, Granite Prickly Phlox",
5109,Vascular Plant,Linanthus bicolor,True Babystars,
5110,Vascular Plant,Linanthus ciliatus,"Bristlyleaf Linanthus, Whiskerbrush",
5111,Vascular Plant,Linanthus dichotomus,"Evening Snow, Eveningsnow",
5112,Vascular Plant,Linanthus filipes,Thread Linanthus,
5113,Vascular Plant,Linanthus harknessii,"Harkness' Flaxflower, Threeseed Linanthus",
5114,Vascular Plant,Linanthus montanus,Mustang Clover,
5115,Vascular Plant,Linanthus nuttallii ssp. pubescens,"Nuttall's Deserttrumpets, Nuttall's Linanthus",
5116,Vascular Plant,Navarretia divaricata ssp. divaricata,Divaricate Navarretia,
5117,Vascular Plant,Navarretia divaricata ssp. vividior,Divaricate Navarretia,
5118,Vascular Plant,Navarretia intertexta ssp. intertexta,Needleleaf Navarretia,
5119,Vascular Plant,Navarretia viscidula,Sticky Pincushionplant,
5120,Vascular Plant,Phlox caespitosa,"Douglas Phlox, Tufted Phlox",
5121,Vascular Plant,Phlox condensata,Dwarf Phlox,
5122,Vascular Plant,Phlox diffusa,Spreading Phlox,
5123,Vascular Plant,Phlox gracilis,Slender Phlox,
5124,Vascular Plant,Phlox speciosa ssp. occidentalis,Showy Phlox,
5125,Vascular Plant,Polemonium californicum,Moving Polemonium,
5126,Vascular Plant,Polemonium eximium,Skypilot,
5127,Vascular Plant,Anagallis arvensis,"Pimpernel, Scarlet Pimpernel",
5128,Vascular Plant,Androsace septentrionalis ssp. subumbellata,Pygmyflower Rockjasmine,
5129,Vascular Plant,Dodecatheon alpinum,Alpine Shootingstar,
5130,Vascular Plant,Dodecatheon hendersonii,Mosquito Bills,
5131,Vascular Plant,Dodecatheon jeffreyi,Sierrra Shootingstar,
5132,Vascular Plant,Dodecatheon subalpinum,Sierra Shootingstar,
5133,Vascular Plant,Primula suffrutescens,Sierra Primrose,
5134,Vascular Plant,Trientalis latifolia,"Broadleaf Starflower, Western Starflower",
5135,Vascular Plant,Astragalus bolanderi,Bolander's Milkvetch,
5136,Vascular Plant,Astragalus congdonii,Congdon's Milkvetch,
5137,Vascular Plant,Astragalus kentrophyta var. danaus,Spiny Milkvetch,
5138,Vascular Plant,Astragalus lentiginosus var. ineptus,"Freckled Milkvetch, Homely Milkvetch",
5139,Vascular Plant,Astragalus purshii var. lectulus,"Sierran Milkvetch, Woollypod Milkvetch",
5140,Vascular Plant,Astragalus whitneyi var. whitneyi,"Balloonpod Milkvetch, Whitney's Milkvetch",
5141,Vascular Plant,Cercis occidentalis,California Redbud,
5142,Vascular Plant,Hoita macrostachya,Large Leather-Root,
5143,Vascular Plant,Lathyrus jepsonii var. californicus,California Pea,
5144,Vascular Plant,Lathyrus lanszwertii var. aridus,Nevada Pea,
5145,Vascular Plant,Lathyrus lanszwertii var. lanszwertii,"Lanszwert's Pea, Lanszwert's Peavine",
5146,Vascular Plant,Lathyrus latifolius,"Everlasting Peavine, Everlasting-Pea, Perennial Pea, Perennial Peavine, Perennial Sweetpea",
5147,Vascular Plant,Lathyrus sulphureus,"Snub Pea, Sulfur Pea",
5148,Vascular Plant,Lotus argophyllus var. fremontii,Fremont's Birdsfoot Trefoil,
5149,Vascular Plant,Lotus crassifolius var. crassifolius,Big Deervetch,
5150,Vascular Plant,Lotus humistratus,"Foothill Deervetch, Maresfat",
5151,Vascular Plant,Lotus micranthus,Desert Deervetch,
5152,Vascular Plant,Lotus nevadensis var. nevadensis,"Nevada Bird's-Foot Trefoil, Nevada Trefoil",
5153,Vascular Plant,Lotus oblongifolius var. oblongifolius,"Streambank Bird's-Foot Trefoil, Streambank Trefoil",
5154,Vascular Plant,Lotus scoparius var. scoparius,Common Deerweed,
5155,Vascular Plant,Lotus strigosus,"Bishop's Lotus, Strigose Bird's-Foot Trefoil, Strigose Bird's-Foot-Trefoil",
5156,Vascular Plant,Lotus wrangelianus,Chilean Bird's-Foot Trefoil,
5157,Vascular Plant,Lupinus adsurgens,Drew's Silky Lupine,
5158,Vascular Plant,Lupinus albicaulis,Sicklekeel Lupine,
5159,Vascular Plant,Lupinus albifrons var. albifrons,Silver Lupine,
5160,Vascular Plant,Lupinus andersonii,Anderson's Lupine,
5161,Vascular Plant,Lupinus arbustus,"Longspur Lupine, Spurred Lupine",
5162,Vascular Plant,Lupinus argenteus var. meionanthus,Lake Tahoe Lupine,
5163,Vascular Plant,Lupinus benthamii,Spider Lupine,
5164,Vascular Plant,Lupinus bicolor,"Bicolor Lupine, Miniature Lupine",
5165,Vascular Plant,Lupinus breweri var. breweri,Brewer's Lupine,
5166,Vascular Plant,Lupinus breweri var. bryoides,Matted Lupine,
5167,Vascular Plant,Lupinus breweri var. grandiflorus,Matted Lupine,
5168,Vascular Plant,Lupinus covillei,Shaggy Lupine,
5169,Vascular Plant,Lupinus formosus var. formosus,Summer Lupine,
5170,Vascular Plant,Lupinus fulcratus,Greenstipule Lupine,
5171,Vascular Plant,Lupinus gracilentus,Green Slender Lupine,
5172,Vascular Plant,Lupinus grayi,"Gray's Lupine, Sierra Lupine",
5173,Vascular Plant,Lupinus latifolius,"Broadleaf Lupine, Broad-Leaf Lupine",
5174,Vascular Plant,Lupinus nanus,"Annual Lupine, Sky Lupine",
5175,Vascular Plant,Lupinus pratensis var. pratensis,Inyo Meadow Lupine,
5176,Vascular Plant,Lupinus rivularis,Riverbank Lupine,
5177,Vascular Plant,Lupinus stiversii,Harlequin Annual Lupine,
5178,Vascular Plant,Medicago polymorpha,"Bur Clover, Bur Medick, Burclover, California Burclover, Toothed Medick",
5179,Vascular Plant,Melilotus alba,White Sweetclover,
5180,Vascular Plant,Melilotus indica,Sourclover,
5181,Vascular Plant,Trifolium bolanderi,Parasol Clover,Species of Concern
5182,Vascular Plant,Trifolium breweri,Forest Clover,
5183,Vascular Plant,Trifolium ciliolatum,Foothill Clover,
5184,Vascular Plant,Trifolium cyathiferum,Cup Clover,
5185,Vascular Plant,Trifolium gracilentum var. gracilentum,Pinpoint Clover,
5186,Vascular Plant,Trifolium microcephalum,"Littlehead Clover, Smallhead Clover, Small-Head Clover",
5187,Vascular Plant,Trifolium obtusiflorum,Clammy Clover,
5188,Vascular Plant,Trifolium oliganthum,Fewflower Clover,
5189,Vascular Plant,Trifolium variegatum,"Whitetip Clover, White-Tip Clover",
5190,Vascular Plant,Trifolium willdenovii,Tomcat Clover,
5191,Vascular Plant,Trifolium wormskioldii,"Cow Clover, Cows Clover, Sierra Clover",
5192,Vascular Plant,Vicia benghalensis,"Purple Vetch, Reddish Tufted Vetch",
5193,Vascular Plant,Alnus incana ssp. tenuifolia,"Mountain Alder, Speckled Alder, Thinleaf Alder",
5194,Vascular Plant,Alnus rhombifolia,"Rhombie Leaf Alder, White Alder",
5195,Vascular Plant,Corylus cornuta var. californica,"California Hazel, California Hazelnut",
5196,Vascular Plant,Chrysolepis sempervirens,"Bush Chinquapin, Sierra Chinkapin",
5197,Vascular Plant,Lithocarpus densiflorus var. echinoides,Tanoak,
5198,Vascular Plant,Quercus chrysolepis,Canyon Live Oak,
5199,Vascular Plant,Quercus douglasii,Blue Oak,
5200,Vascular Plant,Quercus garryana var. breweri,Oregon White Oak,
5201,Vascular Plant,Quercus kelloggii,California Black Oak,
5202,Vascular Plant,Quercus lobata,"California White Oak, Valley Oak",
5203,Vascular Plant,Quercus wislizeni var. wislizeni,Interior Live Oak,
5204,Vascular Plant,Myrica hartwegii,"Sierra Bayberry, Sierra Sweet-Bay",
5205,Vascular Plant,Garrya fremontii,Bearbrush,
5206,Vascular Plant,Asclepias californica,"California Milkweed, Round-Hood Milkweed, Woolly Milkweed",
5207,Vascular Plant,Asclepias cordifolia,"Heartleaf Milkweed, Purple Milkweed",
5208,Vascular Plant,Asclepias fascicularis,"Mexican Whorled Milkweed, Narrowleaf Milkweed, Narrow-Leaved Milkweed",
5209,Vascular Plant,Vinca major,"Bigleaf Periwinkle, Greater Periwinkle, Periwinkle",
5210,Vascular Plant,Centaurium venustum,Charming Centaury,
5211,Vascular Plant,Gentiana calycosa,"Mountain Bog Gentian, Rainier Pleated Gentian",
5212,Vascular Plant,Gentiana newberryi var. tiogana,Tioga Gentian,
5213,Vascular Plant,Gentianella amarella ssp. acuta,"Autumn Dwarf Gentian, Autumn Dwarfgentian, Autumn Dwarf-Gentian",
5214,Vascular Plant,Gentianella tenella ssp. tenella,"Dane's Dwarf Gentian, Dane's Dwarfgentian",
5215,Vascular Plant,Gentianopsis holopetala,"Sierra Fringed Gentian, Sierra Gentian",
5216,Vascular Plant,Galium aparine,"Bedstraw, Catchweed Bedstraw, Cleavers, Cleaverwort, Goose Grass, Scarthgrass, Stickywilly, Sticky-Willy, White Hedge",
5217,Vascular Plant,Galium bolanderi,Bolander's Bedstraw,
5218,Vascular Plant,Galium hypotrichium ssp. hypotrichium,Alpine Bedstraw,
5219,Vascular Plant,Galium multiflorum,"Manyflower Bedstraw, Shrubby Bedstraw",
5220,Vascular Plant,Galium parisiense,Wall Bedstraw,
5221,Vascular Plant,Galium porrigens var. tenue,Graceful Bedstraw,
5222,Vascular Plant,Galium sparsiflorum,Sequoia Bedstraw,
5223,Vascular Plant,Galium sparsiflorum ssp. sparsiflorum,Sequoia Bedstraw,
5224,Vascular Plant,Erodium botrys,Longbeak Stork's Bill,
5225,Vascular Plant,Erodium brachycarpum,Shortfruit Stork's Bill,
5226,Vascular Plant,Geranium californicum,California Cranesbill,
5227,Vascular Plant,Geranium carolinianum,"Carolina Crane's-Bill, Carolina Geranium",
5228,Vascular Plant,Geranium dissectum,Cutleaf Geranium,
5229,Vascular Plant,Geranium robertianum,Robert's Geranium,
5230,Vascular Plant,Isoetes howellii,Howell's Quillwort,
5231,Vascular Plant,Isoetes nuttallii,Nuttall's Quillwort,
5232,Vascular Plant,Glechoma hederacea,"Creeping Charlie, Gill-Over-The-Ground, Ground Ivy, Groundivy, Haymaids",
5233,Vascular Plant,Lepechinia calycina,Woodbalm,
5234,Vascular Plant,Marrubium vulgare,"Horehound, White Horehound",
5235,Vascular Plant,Mentha arvensis,"Field Mint, Wild Mint",
5236,Vascular Plant,Monardella glauca,"Blue Monardella, Gray Monardella, Pale Monardella",
5237,Vascular Plant,Monardella lanceolata,"Mustang Mint, Mustang Monardella, Mustang Mountainbalm",
5238,Vascular Plant,Monardella odoratissima ssp. pallida,"Alpine Mountainbalm, Mountain Monardella",
5239,Vascular Plant,Monardella sheltonii,Shelton's Monardella,
5240,Vascular Plant,Pycnanthemum californicum,Sierra Mint,
5241,Vascular Plant,Salvia columbariae,Chia,
5242,Vascular Plant,Satureja douglasii,Yerba Buena,
5243,Vascular Plant,Scutellaria bolanderi ssp. bolanderi,Sierra Skullcap,
5244,Vascular Plant,Scutellaria siphocampyloides,Grayleaf Skullcap,
5245,Vascular Plant,Scutellaria tuberosa,Danny's Skullcap,
5246,Vascular Plant,Stachys albens,"White Hedgenettle, Whitestem Hedgenettle",
5247,Vascular Plant,Trichostema lanceolatum,Vinegarweed,
5248,Vascular Plant,Trichostema oblongum,Oblong Bluecurls,
5249,Vascular Plant,Utricularia gibba,"Conespur Bladderpod, Humped Bladderwort",
5250,Vascular Plant,Utricularia intermedia,"Flatleaf Bladderwort, Flat-Leaf Bladderwort, Mountain Bladderwort",
5251,Vascular Plant,Lindernia dubia,"Moistbank Pimpernel, Shortstalk Lindernia, Yellowseed False Pimpernel, Yellow-Seed False Pimpernel",
5252,Vascular Plant,Lindernia dubia var. anagallidea,"False Pimpernel, Yellowseed False Pimpernel, Yellow-Seed False Pimpernel",
5253,Vascular Plant,Fraxinus dipetala,"California Ash, Two-Petal Ash",
5254,Vascular Plant,Fraxinus latifolia,Oregon Ash,
5255,Vascular Plant,Castilleja applegatei,"Pine Indian Paintbrush, Wavyleaf Indian Paintbrush, Wavyleaf Paintbrush",
5256,Vascular Plant,Castilleja applegatei ssp. disticha,Wavyleaf Indian Paintbrush,
5257,Vascular Plant,Castilleja applegatei ssp. pallida,Wavyleaf Indian Paintbrush,
5258,Vascular Plant,Castilleja applegatei ssp. pinetorum,Wavyleaf Indian Paintbrush,
5259,Vascular Plant,Castilleja attenuata,"Attenuate Indian Paintbrush, Indian Paintbrush",
5260,Vascular Plant,Castilleja densiflora ssp. densiflora,Denseflower Indian Paintbrush,
5261,Vascular Plant,Castilleja exserta ssp. exserta,"Exserted Indian Paintbrush, Owl Clover",
5262,Vascular Plant,Castilleja foliolosa,Texas Indian Paintbrush,
5263,Vascular Plant,Castilleja lacera,Cutleaf Indian Paintbrush,
5264,Vascular Plant,Castilleja lemmonii,"Lemmon's Indian Paintbrush, Lemmon's Paintbrush",
5265,Vascular Plant,Castilleja miniata ssp. miniata,Giant Red Indian Paintbrush,
5266,Vascular Plant,Castilleja minor ssp. spiralis,"Annual Indian Paintbrush, Lesser Indian Paintbrush",
5267,Vascular Plant,Castilleja nana,"Dwarf Alpine Indian Paintbrush, Dwarf Alpine Paintbrush",
5268,Vascular Plant,Castilleja parviflora,Mountain Indian Paintbrush,
5269,Vascular Plant,Castilleja pilosa,"Hairy Paintbrush, Parrothead Indian Paintbrush",
5270,Vascular Plant,Castilleja tenuis,"Hairy Indian Paintbrush, Slender Paintbrush",
5271,Vascular Plant,Cordylanthus rigidus ssp. brevibracteatus,Stiffbranch Bird's Beak,
5272,Vascular Plant,Cordylanthus rigidus ssp. rigidus,Stiffbranch Bird's Beak,
5273,Vascular Plant,Cordylanthus tenuis ssp. tenuis,"Slender Bird's Beak, Slender Bird'sbeak",
5274,Vascular Plant,Orobanche californica ssp. grayana,Gray's Broomrape,
5275,Vascular Plant,Orobanche uniflora,"Naked Broomrape, Naked Broom-Rape, Oneflowered Broomrape",
5276,Vascular Plant,Orthocarpus cuspidatus ssp. cryptanthus,"Cryptantha Owlclover, Cryptantha Owl's-Clover",
5277,Vascular Plant,Pedicularis attollens,Little Elephantshead,
5278,Vascular Plant,Pedicularis semibarbata,"Bearded Lousewort, Pinewoods Lousewort",
5279,Vascular Plant,Mimulus angustatus,Purplelip Pansy Monkeyflower,
5280,Vascular Plant,Mimulus bicolor,Yellow And White Monkeyflower,
5281,Vascular Plant,Mimulus bolanderi,Bolander's Monkeyflower,
5282,Vascular Plant,Mimulus cardinalis,"Crimson Monkeyflower, Scarlet Monkeyflower, Scarlet Monkey-Flower",
5283,Vascular Plant,Mimulus congdonii,Congdon's Monkeyflower,
5284,Vascular Plant,Mimulus douglasii,Brownies,
5285,Vascular Plant,Mimulus filicaulis,"Hetch Hetchy Monkey-Flower, Slenderstem Monkeyflower",Species of Concern
5286,Vascular Plant,Mimulus inconspicuus,Smallflower Monkeyflower,
5287,Vascular Plant,Mimulus kelloggii,Kellogg's Monkeyflower,
5288,Vascular Plant,Mimulus laciniatus,Cutleaf Monkeyflower,
5289,Vascular Plant,Mimulus layneae,Layne's Monkeyflower,
5290,Vascular Plant,Mimulus leptaleus,"Least Monkeyflower, Slender Monkeyflower",
5291,Vascular Plant,Mimulus mephiticus,"Foul Odor Monkeyflower, Foul-Odor Monkeyflower",
5292,Vascular Plant,Mimulus montioides,"Mointain Monkeyflower, Mountain Monkeyflower",
5293,Vascular Plant,Mimulus palmeri,Palmer's Monkeyflower,
5294,Vascular Plant,Mimulus pilosus,False Monkeyflower,
5295,Vascular Plant,Mimulus primuloides,"Primrose Monkeyflower, Yellow Creeping Monkey-Flower",
5296,Vascular Plant,Mimulus pulchellus,Yellowlip Pansy Monkeyflower,
5297,Vascular Plant,Mimulus pulsiferae,Candelabrum Monkeyflower,
5298,Vascular Plant,Mimulus tilingii,"Subalpine Monkeyflower, Subalpine Monkey-Flower, Tiling's Monkeyflower",
5299,Vascular Plant,Mimulus torreyi,Torrey's Monkeyflower,
5300,Vascular Plant,Mimulus viscidus,Sticky Monkeyflower,
5301,Vascular Plant,Callitriche heterophylla var. bolanderi,Bolander's Water-Starwort,
5302,Vascular Plant,Callitriche marginata,Winged Water-Starwort,Species of Concern
5303,Vascular Plant,Collinsia bartsiifolia var. davidsonii,Davidson's Blue Eyed Mary,
5304,Vascular Plant,Collinsia childii,Child's Blue Eyed Mary,
5305,Vascular Plant,Collinsia heterophylla,Purple Chinese Houses,
5306,Vascular Plant,Collinsia linearis,Narrowleaf Blue Eyed Mary,
5307,Vascular Plant,Collinsia tinctoria,Sticky Chinese Houses,
5308,Vascular Plant,Collinsia torreyi var. torreyi,"Torrey's Blue Eyed Mary, Torrey's Blue-Eyed Mary",
5309,Vascular Plant,Collinsia torreyi var. wrightii,Wright's Blue Eyed Mary,
5310,Vascular Plant,Digitalis purpurea,Purple Foxglove,
5311,Vascular Plant,Gratiola ebracteata,Bractless Hedgehyssop,
5312,Vascular Plant,Gratiola neglecta,"Clammy Hedgehyssop, Clammy Hedge-Hyssop, Drug Hedgehyssop, Hedge Hyssop, Neglected Hedgehyssop",
5313,Vascular Plant,Limosella acaulis,Owyhee Mudwort,
5314,Vascular Plant,Penstemon azureus var. angustissimus,Azure Penstemon,
5315,Vascular Plant,Penstemon davidsonii var. davidsonii,Davidson's Penstemon,
5316,Vascular Plant,Penstemon heterodoxus,"Sierra Beardtongue, Sierra Penstemon",
5317,Vascular Plant,Penstemon heterodoxus var. heterodoxus,Sierra Beardtongue,
5318,Vascular Plant,Penstemon heterophyllus var. purdyi,Purdy's Penstemon,
5319,Vascular Plant,Penstemon procerus var. formosus,"Pincushion Beardtongue, Pincushion Penstemon",
5320,Vascular Plant,Penstemon roezlii,Roezl's Penstemon,
5321,Vascular Plant,Penstemon rostriflorus,"Beaked Beardtongue, Beakflower Penstemon, Bridges' Penstemon",
5322,Vascular Plant,Penstemon rydbergii var. oreocharis,Herbaceous Penstemon,
5323,Vascular Plant,Penstemon speciosus,"Prairie-Clover, Royal Penstemon",
5324,Vascular Plant,Plantago erecta,Dotseed Plantain,
5325,Vascular Plant,Veronica anagallis-aquatica,"Blue Water Speedwell, Water Speedwell",
5326,Vascular Plant,Veronica cusickii,Cusick's Speedwell,
5327,Vascular Plant,Veronica peregrina ssp. xalapensis,"Hairy Purslane Speedwell, Neckweed",
5328,Vascular Plant,Veronica persica,"Bird-Eye Speedwell, Birdseye Speedwell, Persian Speedwell, Winter Speedwell",
5329,Vascular Plant,Veronica serpyllifolia ssp. humifusa,"Brightblue Speedwell, Thyme-Leaf Speedwell",
5330,Vascular Plant,Scrophularia californica ssp. floribunda,California Figwort,
5331,Vascular Plant,Scrophularia desertorum,"Desert Figwort, Mountain Figwort",
5332,Vascular Plant,Verbena hastata,"Blue Verbena, Blue Vervain, Simpler's-Joy, Swamp Verbena",
5333,Vascular Plant,Verbena lasiostachys var. lasiostachys,Western Vervain,
5334,Vascular Plant,Calycanthus occidentalis,"California Spicebush, California-Allspice, Western Sweetshrub",
5335,Vascular Plant,Umbellularia californica,California Laurel,
5336,Vascular Plant,Calochortus albus,White Fairy-Lantern,
5337,Vascular Plant,Calochortus invenustus,Plain Mariposa Lily,
5338,Vascular Plant,Calochortus leichtlinii,"Leichtlin's Mariposa Lily, Smokey Mariposa",
5339,Vascular Plant,Calochortus luteus,Yellow Mariposa Lily,
5340,Vascular Plant,Calochortus minimus,Sierra Mariposa Lily,
5341,Vascular Plant,Calochortus nudus,Naked Mariposa Lily,
5342,Vascular Plant,Calochortus superbus,Yellow Mariposa,
5343,Vascular Plant,Calochortus venustus,Butterfly Mariposa Lily,
5344,Vascular Plant,Calochortus vestae,Coast Range Mariposa Lily,
5345,Vascular Plant,Clintonia uniflora,Bride's Bonnet,
5346,Vascular Plant,Disporum hookeri,Drops Of Gold,
5347,Vascular Plant,Erythronium purpurascens,Purple Fawnlily,
5348,Vascular Plant,Fritillaria micrantha,Brown Fritillary,
5349,Vascular Plant,Fritillaria pinetorum,"Davidson's Fritillary, Pinewoods Fritillary",
5350,Vascular Plant,Lilium parvum,"Sierra Tiger Lily, Sierra Tigerlily",
5351,Vascular Plant,Lilium washingtonianum ssp. washingtonianum,Typical Washington Lily,
5352,Vascular Plant,Trillium angustipetalum,Narrowpetal Wakerobin,
5353,Vascular Plant,Veratrum californicum var. californicum,"California False Hellebore, California Falsehellebore",
5354,Vascular Plant,Zigadenus exaltatus,Giant Deathcamas,
5355,Vascular Plant,Zigadenus paniculatus,"Foothill Deathcamas, Sand-Corn",
5356,Vascular Plant,Zigadenus venenosus var. venenosus,Meadow Deathcamas,
5357,Vascular Plant,Chamaesyce serpyllifolia ssp. serpyllifolia,"Thymeleaf Sandmat, Thyme-Leaf Sandmat, Thymeleaf Spurge",
5358,Vascular Plant,Eremocarpus setigerus,"Doveweed, Turkey Mullein",
5359,Vascular Plant,Euphorbia crenulata,"Chinese Caps, Chinesecaps",
5360,Vascular Plant,Hypericum anagalloides,"Creeping St. Johnswort, Tinker's Penny, Tinker's-Penny",
5361,Vascular Plant,Linum lewisii var. alpicola,Prairie Flax,
5362,Vascular Plant,Sclerolinon digynum,"Digynum Flax, Northwestern Yellowflax",
5363,Vascular Plant,Populus balsamifera ssp. trichocarpa,"Balsam Poplar, Black Cottonwood",
5364,Vascular Plant,Populus fremontii ssp. fremontii,Fremont's Cottonwood,
5365,Vascular Plant,Salix arctica,Arctic Willow,
5366,Vascular Plant,Salix brachycarpa ssp. brachycarpa,"Barrenground Willow, Short-Fruited Willow",
5367,Vascular Plant,Salix exigua,Narrow-Leaved Willow,
5368,Vascular Plant,Salix jepsonii,Jepson's Willow,
5369,Vascular Plant,Salix laevigata,Red Willow,
5370,Vascular Plant,Salix lasiolepis,Arroyo Willow,
5371,Vascular Plant,Salix ligulifolia,"Strapleaf Willow, Strap-Leaf Willow",
5372,Vascular Plant,Salix lucida ssp. lasiandra,Pacific Willow,
5373,Vascular Plant,Salix lutea,Yellow Willow,
5374,Vascular Plant,Salix orestera,Sierra Willow,
5375,Vascular Plant,Salix planifolia ssp. planifolia,"Diamondleaf Willow, Tealeaf Willow",
5376,Vascular Plant,Salix prolixa,Mackenzie's Willow,
5377,Vascular Plant,Salix reticulata ssp. nivalis,Snow Willow,
5378,Vascular Plant,Viola bakeri,Baker's Violet,
5379,Vascular Plant,Viola glabella,Pioneer Violet,
5380,Vascular Plant,Viola lobata ssp. integrifolia,Pine Violet,
5381,Vascular Plant,Viola lobata ssp. lobata,Pine Violet,
5382,Vascular Plant,Viola macloskeyi,"Macloskey's Violet, Small White Violet",
5383,Vascular Plant,Viola pinetorum ssp. pinetorum,Goosefoot Yellow Violet,
5384,Vascular Plant,Viola purpurea ssp. integrifolia,Goosefoot Violet,
5385,Vascular Plant,Viola purpurea ssp. purpurea,Goosefoot Violet,
5386,Vascular Plant,Viola purpurea ssp. quercetorum,Goosefoot Violet,
5387,Vascular Plant,Viola purpurea ssp. venosa,"Goosefoot Violet, Goosefoot Yellow Violet",
5388,Vascular Plant,Viola sheltonii,Shelton's Violet,
5389,Vascular Plant,Malva nicaeensis,Bull Mallow,
5390,Vascular Plant,Malva parviflora,"Cheeseweed, Cheeseweed Mallow, Small-Whorl Mallow",
5391,Vascular Plant,Sidalcea glaucescens,"Waxy Checkerbloom, Waxy Checkermallow",
5392,Vascular Plant,Sidalcea malviflora ssp. asprella,Dwarf Checkerbloom,
5393,Vascular Plant,Sidalcea reptans,Sierra Checkerbloom,
5394,Vascular Plant,Lythrum hyssopifolia,Hyssop Loosestrife,
5395,Vascular Plant,Rotala ramosior,"Lowland Rotala, Lowland Toothcup, Rotala",
5396,Vascular Plant,Camissonia contorta,"Contorted Suncup, Plains Evening Primrose, Plains Eveningprimrose, Plains Evening-Primrose",
5397,Vascular Plant,Camissonia lacustris,Grassland Suncup,
5398,Vascular Plant,Camissonia luciae,Santa Lucia Suncup,
5399,Vascular Plant,Camissonia sierrae ssp. alticola,"Mono Hot Springs Evening Primrose, Mono Hot Springs Evening-Primrose",Species of Concern
5400,Vascular Plant,Camissonia sierrae ssp. sierrae,Sierra Suncup,
5401,Vascular Plant,Circaea alpina ssp. pacifica,"Small Enchanter Nightshade, Small Enchanter's Nightshade",
5402,Vascular Plant,Clarkia australis,Small's Southern Clarkia,
5403,Vascular Plant,Clarkia biloba ssp. biloba,Twolobe Clarkia,
5404,Vascular Plant,Clarkia dudleyana,Dudley's Clarkia,
5405,Vascular Plant,Clarkia gracilis ssp. albicaulis,Whitestem Clarkia,
5406,Vascular Plant,Clarkia heterandra,Mountain Clarkia,
5407,Vascular Plant,Clarkia modesta,Waltham Creek Clarkia,
5408,Vascular Plant,Clarkia purpurea ssp. quadrivulnera,"Winecup Clarkia, Winecup Fairyfan",
5409,Vascular Plant,Clarkia purpurea ssp. viminea,Winecup Clarkia,
5410,Vascular Plant,Clarkia rhomboidea,"Broadleaf Clarkia, Diamond Clarkia, Diamond Fairyfan",
5411,Vascular Plant,Clarkia unguiculata,Elegant Clarkia,
5412,Vascular Plant,Clarkia williamsonii,Fort Miller Clarkia,
5413,Vascular Plant,Epilobium angustifolium ssp. circumvagum,Fireweed,
5414,Vascular Plant,Epilobium canum ssp. latifolium,Hummingbird Trumpet,
5415,Vascular Plant,Epilobium ciliatum,"Fringed Willowherb, Hairy Willowherb, Hairy Willowweed",
5416,Vascular Plant,Epilobium ciliatum ssp. ciliatum,"Coast Willowweed, Fringed Willowherb",
5417,Vascular Plant,Epilobium ciliatum ssp. glandulosum,"Fringed Willowherb, Glandular Willowherb, Glandular Willowweed",
5418,Vascular Plant,Epilobium densiflorum,"Dense-Flower Spike-Primrose, Denseflower Willowherb, Denseflower Willowweed",
5419,Vascular Plant,Epilobium foliosum,"California Willowherb, Leafy Willowherb",
5420,Vascular Plant,Epilobium glaberrimum ssp. fastigiatum,"Glaucus Willowherb, Smooth Willowweed",
5421,Vascular Plant,Epilobium glaberrimum ssp. glaberrimum,"Glaucus Willowherb, Smooth Willowweed",
5422,Vascular Plant,Epilobium howellii,Yuba Pass Willowherb,
5423,Vascular Plant,Epilobium latifolium,Dwarf Fireweed,
5424,Vascular Plant,Epilobium minutum,"Chaparral Willowherb, Minute Willowweed",
5425,Vascular Plant,Epilobium obcordatum,"Rockfringe, Rose Willowweed",
5426,Vascular Plant,Epilobium oreganum,"Grants Pass Willowherb, Oregon Fireweed",Species of Concern
5427,Vascular Plant,Epilobium oregonense,"Oregon Willowherb, Oregon Willowweed",
5428,Vascular Plant,Epilobium torreyi,"Narrowleaf Willowweed, Torrey's Willowherb",
5429,Vascular Plant,Gayophytum decipiens,Deceptive Groundsmoke,
5430,Vascular Plant,Gayophytum eriospermum,Coville's Groundsmoke,
5431,Vascular Plant,Gayophytum heterozygum,"Dwarf Groundsmoke, Zigzag Groundsmoke",
